name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths
Player 236,601,11738,0.8618208517,36,160,53,70,46056,2039,2157,2.1283924843,958,4154,177040,3199486,186.9278077489,223096,13620
Player 237,28,406,1.1666666667,12,13,4,0,1496,49,85,2.8823529412,17,64,7859,75779,219.0612244898,9355,348
Player 238,4,225,0.9036144578,5,11,4,5,419,30,50,5,6,33,1554,58460,85.4,1973,249
Player 239,52,1245,1.0113728676,11,33,6,110,3515,179,183,6.3928571429,28,296,14042,367795,93.087150838,17557,1231
Player 240,447,4248,0.9507609669,11,114,11,110,8812,1022,716,6.6363636364,154,626,39459,1786015,57.8136986301,48271,4468
Player 241,108,2348,0.8607038123,10,33,11,17,9261,231,315,2.2,105,446,37203,369395,304.6805194805,46464,2728
Player 242,425,14449,1.0224313614,26,137,22,110,32122,981,2438,2.5414507772,386,1880,97969,2337864,241.8593272171,130091,14132
Player 243,1,27,0.9642857143,5,2,2,0,119,3,5,1.5,2,12,730,4375,161,849,28
Player 244,33,698,0.8470873786,9,16,7,3,2863,81,106,2.4545454545,33,124,10629,107581,278.6,13492,824
Player 245,0,600,1.0101010101,0,37,1,113,0,239,136,239,0,133,0,464732,0,0,594
Player 246,7,35,0.8536585366,4,4,2,0,71,9,3,4.5,2,4,298,13530,66.6666666667,369,41
Player 247,138,410,0.5209656925,10,20,3,10,1508,191,90,31.8333333333,6,96,7682,153355,38.1926701571,9190,787
Player 248,40,139,0.4005763689,6,8,4,2,423,72,15,5.5384615385,13,34,3930,41539,141.7,4353,347
Player 249,304,5488,0.5520016093,9,53,8,13,15569,616,893,2.464,250,842,84398,897130,276.7665584416,99967,9942
Player 250,54,1442,0.9369720598,10,25,7,6,5354,131,368,2.4716981132,53,276,19726,223725,225.0961832061,25080,1539
Player 251,17,148,0.5174825175,4,8,9,0,418,30,31,2.5,12,43,953,39249,225.94,1371,286
Player 252,3,73,0.5069444444,5,8,1,0,56,63,12,31.5,2,5,299,40105,19.6761904762,355,144
Player 253,91,2209,0.9304970514,11,32,6,12,10508,209,260,2.6455696203,79,593,46483,341668,245.8679425837,56991,2374
Player 254,460,20211,1.22676783,24,147,11,1,59436,1037,3565,1.9168207024,541,3749,195422,2651990,250.0651880424,254858,16475
Player 255,544,9013,0.9565909573,13,83,10,111,14425,1098,1561,3.0247933884,363,627,79771,1278942,209.2420765027,94196,9422
Player 256,15,306,0.7948051948,6,8,5,1,1538,37,57,1.7619047619,21,71,5544,39715,305.1891891892,7082,385
Player 257,107,989,0.7325925926,7,29,5,10,2471,144,247,3.8918918919,37,209,17066,294480,104.9958333333,19537,1350
Player 258,110,2334,0.9856418919,13,33,7,10,8460,238,407,2.3564356436,101,514,31863,363660,259.4596638655,40323,2368
Player 259,759,27120,0.9506449804,18,204,13,111,63612,1783,3424,2.6182085169,681,7393,289343,5094955,237.0215367358,352955,28528
Player 260,3,81,0.786407767,0,14,1,23,0,51,17,51,0,0,0,92225,0,0,103
Player 261,662,22085,1.0472284129,19,201,13,111,56603,1685,3723,3.6951754386,456,3987,229829,4946488,163.3620178042,286432,21089
Player 262,45,1169,0.8595588235,10,23,5,110,4193,93,214,2.7352941176,34,279,20788,199490,235.4322580645,24981,1360
Player 263,826,25187,1.1583425313,19,349,11,111,69641,2912,4127,5.5785440613,522,4338,323167,11311835,93.6502747253,392808,21744
Player 264,95,1624,0.7796447432,8,24,7,10,6997,217,228,2.2371134021,97,364,34536,220970,248.535483871,41533,2083
Player 265,15,222,1.0935960591,7,12,4,110,661,45,37,9,5,37,2914,70660,59.9466666667,3575,203
Player 266,364,11331,0.9668088737,15,112,19,111,45398,810,1438,2.0454545455,396,2615,191186,1755950,269.3377777778,236584,11720
Player 267,118,311,1.1825095057,4,25,3,77,176,121,49,40.3333333333,3,19,665,236687,6.6247933884,841,263
Player 268,12,264,0.8148148148,10,7,3,0,1002,27,36,2.0769230769,13,42,3751,33190,284.0222222222,4753,324
Player 269,7,126,0.3705882353,4,6,6,0,337,29,13,1.8125,16,36,2162,22840,253.5103448276,2499,340
Player 270,257,1832,0.7241106719,8,41,5,33,5380,314,255,6.0384615385,52,329,33591,551874,108.0382165605,38971,2530
Player 271,199,6721,0.9774578243,22,104,9,111,22073,721,1155,4.7748344371,151,1815,101906,1595695,113.4499306519,123979,6876
Player 272,20,168,0.8235294118,2,15,1,8,24,59,50,59,1,0,226,97818,7.1593220339,250,204
Player 273,189,3402,0.972,13,36,10,15,11133,488,814,1.8074074074,270,640,54253,439377,143.1319672131,65386,3500
Player 274,571,27520,0.9836651535,27,201,12,111,98933,1548,4668,1.9669631512,787,7256,399097,4941412,303.7647286822,498030,27977
Player 275,0,300,0.8426966292,0,25,2,111,0,163,74,163,0,179,0,231690,0,0,356
Player 276,0,291,0.7404580153,0,25,1,110,0,111,63,111,0,116,0,228816,0,0,393
Player 277,1128,20576,0.947853326,20,172,31,111,72637,2907,3541,3.5408038977,821,3938,319234,3702755,158.3492260062,391871,21708
Player 278,3,688,1.0192592593,3,33,1,110,82,267,154,133.5,2,90,405,378005,3.3865168539,487,675
Player 279,197,4655,0.9383188873,6,141,3,111,774,1048,1267,80.6153846154,13,298,5383,2464441,5.6164122137,6157,4961
Player 280,307,5458,0.8975497451,11,47,8,44,16127,585,595,2.34,250,766,83680,706524,284.4,99807,6081
Player 281,185,3868,0.8341600173,10,48,6,110,11454,343,663,2.7886178862,123,1450,93154,739102,280.8314868805,104608,4637
Player 282,560,18400,1.3559322034,30,213,10,111,27697,1881,2700,5.4839650146,343,2476,154566,5453501,108.9151515152,182263,13570
Player 283,34,294,0.4932885906,11,10,3,0,1302,45,51,4.0909090909,11,58,8655,52905,276.2666666667,9957,596
Player 284,1899,17342,0.6543904004,12,264,39,111,39770,3899,2148,4.0113168724,972,3052,289101,7634027,149.8544242113,328871,26501
Player 285,108,4795,0.966733871,15,45,9,110,11082,276,800,1.8523489933,149,750,61601,653880,208.7173913043,72683,4960
Player 286,220,4530,0.8740111904,13,42,9,52,9266,439,663,2.2984293194,191,609,47031,582795,279.3157175399,56297,5183
Player 287,155,3992,1.047494096,15,42,22,110,14523,396,848,1.9223300971,206,772,57613,585505,267.4318181818,72136,3811
Player 288,3,3,0.375,0,2,1,0,0,4,0,4,1,0,0,4446,0,0,8
Player 289,10,144,0.6457399103,7,5,4,0,544,19,16,3.1666666667,6,38,5949,18900,278.6526315789,6493,223
Player 290,298,5746,1.0458682199,17,76,13,111,20177,877,838,3.6694560669,239,1292,62254,1196631,121.6385404789,82431,5494
Player 291,486,7953,0.9707067008,15,222,14,111,15948,2121,1306,10.3970588235,204,1080,63388,5845490,56.8305516266,79336,8193
Player 292,1223,26900,1.0827563999,24,200,40,111,65458,3034,4186,2.6684256816,1137,4392,242053,4907814,221.8330916282,307511,24844
Player 293,6,382,0.8025210084,6,24,2,36,502,133,70,44.3333333333,3,16,2604,213964,25.3398496241,3106,476
Player 294,627,10542,0.7633046123,30,120,18,111,34920,1418,1827,3.0364025696,467,2487,143159,1929356,208.3942172073,178079,13811
Player 295,140,3377,0.6695083267,8,40,9,61,10459,231,589,2.8518518519,81,726,54670,527395,225.3428571429,65129,5044
Player 296,202,3427,0.8130486358,10,78,9,111,5035,804,484,8.04,100,431,41742,1216892,69.7641791045,46777,4215
Player 297,78,1397,0.7870422535,9,28,8,29,4387,221,159,2.9864864865,74,270,16088,274710,137.934841629,20475,1775
Player 298,420,12556,1.0290116374,15,143,10,111,32177,939,2186,3.3535714286,280,2332,126401,2528824,191.7399361022,158578,12202
Player 299,1077,25196,1.9105247194,28,210,11,111,67430,2337,2859,3.0232858991,773,2897,206417,5345118,199.7863928113,273847,13188
Player 300,289,5601,0.8472243231,12,68,9,110,12862,636,889,3.4010695187,187,1068,64481,1096142,153.3245283019,77343,6611
Player 301,16,277,0.7936962751,14,15,8,0,1027,53,37,3.7857142857,14,68,4595,95760,189.8377358491,5622,349
Player 302,114,784,0.7641325536,3,41,1,110,67,524,166,524,1,118,310,544745,1.2034351145,377,1026
Player 303,105,3663,1.0698014019,14,39,6,2,13188,224,567,1.982300885,113,610,44146,491450,317.8446428571,57334,3424
Player 304,262,7485,0.9450757576,19,66,10,17,24587,597,1202,1.9134615385,312,1191,78019,1075847,301.4060301508,102606,7920
Player 305,23,441,0.7033492823,7,14,2,12,1588,69,71,4.6,15,108,14740,92221,173.8086956522,16328,627
Player 306,356,6536,0.9534646244,13,57,8,110,26680,617,1200,2.5924369748,238,1426,103168,983852,168.2294975689,129848,6855
Player 307,74,1864,0.9505354411,8,29,5,110,6816,167,352,2.609375,64,387,21652,291590,222.6251497006,28468,1961
Player 308,664,11328,0.9052261467,13,122,15,110,32361,1566,1768,2.6363636364,594,1399,131438,1965453,199.9229885057,163799,12514
Player 309,544,18991,0.9422008335,16,152,7,23,57849,1080,4816,2.4770642202,436,4148,188196,2835417,232.0033333333,246045,20156
Player 310,517,21214,1.3369044618,23,160,12,110,75618,1104,3765,2.7326732673,404,3142,205381,3172834,210.8048913043,280999,15868
Player 311,388,11904,1.2116030534,19,98,9,28,33705,820,3261,3.0258302583,271,1246,183137,1496304,228.6285365854,216842,9825
Player 312,266,8187,0.8920244062,24,96,10,111,16557,854,1193,3.5882352941,238,1364,89765,1473432,174.343559719,106322,9178
Player 313,15,281,0.9213114754,9,8,4,0,1086,31,26,2.2142857143,14,90,6211,36215,302.6129032258,7297,305
Player 314,7,191,0.8925233645,8,6,3,38,804,14,31,2.3333333333,6,38,5139,27810,327.4285714286,5943,214
Player 315,1210,44067,0.9026608493,41,277,17,111,132368,3782,7709,3.622605364,1044,9598,457669,8216452,165.4345319937,590037,48819
Player 316,5,195,1.0540540541,7,8,2,0,956,15,21,1.875,8,39,3486,35190,244.88,4442,185
Player 317,0,2972,1.1883246701,0,128,2,111,0,841,779,841,0,321,0,2112084,0,0,2501
Player 318,730,7119,0.9809838776,9,161,11,110,17370,1830,1591,5.3823529412,340,1121,69647,3215100,56.102295082,87017,7257
Player 319,619,6911,0.6289588642,9,168,6,111,13902,2268,1095,8.9644268775,253,1282,102152,3553801,88.1095238095,116054,10988
Player 320,84,2604,0.9980835569,10,37,6,110,6400,184,599,2.5915492958,71,478,21577,451706,222.5282608696,27977,2609
Player 321,156,2122,0.8923465097,10,40,12,110,6097,448,388,3.8956521739,115,446,23222,517969,83.6919642857,29319,2378
Player 322,401,11239,1.1261523046,13,97,11,110,38916,896,1704,2.0225733634,443,1613,129790,1494330,232.5113839286,168706,9980
Player 323,1,4,0.2352941176,2,1,1,0,10,2,1,2,1,0,148,725,283.2,158,17
Player 324,220,6469,1.1084647019,17,53,8,12,13604,455,979,3.0536912752,149,842,61282,914769,202.6773626374,74886,5836
Player 325,91,681,0.9714693295,10,28,9,9,1259,209,84,4.9761904762,42,120,4444,285760,65.3425837321,5703,701
Player 326,40,977,0.8684444444,10,20,6,110,4167,84,195,2.2702702703,37,298,18326,164710,285.1,22493,1125
Player 327,1057,30799,1.0018215529,14,213,14,111,114304,2930,5379,2.6301615799,1114,7148,500180,5475373,161.0164505119,614484,30743
Player 328,226,3425,0.858180907,14,55,8,22,8507,441,872,5.6538461538,78,547,48009,964366,108.7142857143,56516,3991
Player 329,0,1695,0.9685714286,0,112,5,111,0,768,317,768,0,501,0,1745900,0,0,1750
Player 330,13,305,0.644820296,9,9,5,0,1349,43,35,2.15,20,97,6390,42655,269.3023255814,7739,473
Player 331,25,533,0.7549575071,7,13,6,0,2213,42,114,2.625,16,102,12093,81135,336.0285714286,14306,706
Player 332,610,8885,0.8268962308,15,89,10,110,32680,1177,1383,2.4778947368,475,1971,94866,1359901,190.5797790994,127546,10745
Player 333,0,152,1.2991452991,0,17,3,10,0,64,30,64,0,0,0,124375,0,0,117
Player 334,5,433,0.9271948608,7,12,2,0,1760,14,49,1.75,8,90,5649,68090,344.0142857143,7409,467
Player 335,684,22246,1.0348902121,15,165,10,19,62647,1425,3577,2.6836158192,531,4992,286917,3399508,233.5818947368,349564,21496
Player 336,43,997,0.7558756634,8,22,14,0,3520,100,154,1.9230769231,52,173,14699,184450,286.11,18219,1319
Player 337,3,5,0.1219512195,3,1,1,0,12,4,0,4,1,1,157,675,203.4,169,41
Player 338,350,16882,1.1226226892,17,169,13,111,53290,1070,2450,3.1845238095,336,3823,212471,3581535,157.6171962617,265761,15038
Player 339,229,3468,0.8817696415,10,167,8,111,3636,1443,654,37.9736842105,38,555,23134,3503708,13.8715176715,26770,3933
Player 340,516,12876,0.9401971522,11,186,12,111,48605,1747,2105,5.3919753086,324,2889,252622,4292900,121.6859759588,301227,13695
Player 341,586,15010,1.0124789207,19,134,12,34,48571,1174,2262,2.5689277899,457,3221,168685,2268039,271.9160136286,217256,14825
Player 342,481,11707,0.8940736215,17,180,9,111,33384,1583,2016,6.332,250,2484,170715,4064807,101.4890713835,204099,13094
Player 343,10,259,0.9847908745,8,7,5,5,1074,21,41,2.1,10,54,4157,30885,329.1428571429,5231,263
Player 344,16,47,0.4947368421,3,4,1,0,83,19,7,9.5,2,13,1008,16330,80.7157894737,1091,95
Player 345,849,12542,0.9534017484,15,138,13,111,45099,2142,2603,3.2405446293,661,2222,167672,2378297,179.662745098,212771,13155
Player 346,10,153,0.4346590909,7,7,5,110,283,61,42,4.0666666667,15,37,3090,34910,166.662295082,3373,352
Player 347,537,11191,1.0428664617,12,90,11,1,35634,1023,1750,2.2095032397,463,2594,158210,1376161,184.5788856305,193844,10731
Player 348,9,306,0.95625,10,9,2,46,1175,19,86,2.1111111111,9,84,8131,43895,294.0947368421,9306,320
Player 349,225,5367,0.8834567901,10,51,9,110,9487,565,822,2.2244094488,254,625,75426,835251,281.7207079646,84913,6075
Player 350,254,7716,1.1594290008,18,56,8,8,28360,492,1176,2.2568807339,218,1123,117630,970079,275.85,145990,6655
Player 351,2,127,1.1238938053,2,16,1,110,35,49,24,49,1,8,502,109030,20.9265306122,537,113
Player 352,32,344,0.5425867508,5,10,3,0,1194,48,41,3.6923076923,13,72,7068,49660,255.85,8262,634
Player 353,248,8667,1.0490196078,14,106,11,70,39633,763,1507,3.0766129032,248,2024,185312,1646093,190.6844036697,224945,8262
Player 354,609,34138,1.1138009788,18,263,15,111,104651,2404,4521,2.5067778936,959,6522,445341,7611957,195.355906822,549992,30650
Player 355,12,229,0.7869415808,12,10,4,0,1173,51,73,5.1,10,42,5749,51539,179.2588235294,6922,291
Player 356,300,6455,0.806875,15,87,19,111,21079,703,884,3.4801980198,202,2543,87750,1339019,147.946514936,108829,8000
Player 357,633,14886,0.9222476922,14,123,9,110,65095,1232,2496,2.1921708185,562,2759,306262,1985102,266.3474025974,371357,16141
Player 358,223,4329,1.0205091938,13,42,10,5,19669,400,893,2.6845637584,149,839,68674,582773,231.3165,88343,4242
Player 359,645,25660,0.9869989999,20,244,14,113,85414,2317,5734,3.8552412646,601,6294,357563,6816050,147.9335347432,442977,25998
Player 360,186,6326,0.8079182631,18,62,11,26,24161,421,994,2.0637254902,204,1792,127581,1034506,276.7296912114,151742,7830
Player 361,6,8,0.32,1,2,1,0,12,10,1,10,1,1,100,6525,43.5,112,25
Player 362,379,9637,1.0937464533,19,178,12,96,22918,1396,1969,6.3454545455,220,1307,73717,3962450,98.6136103152,96635,8811
Player 363,0,405,1.0099750623,0,26,1,111,0,123,97,123,0,106,0,239739,0,0,401
Player 364,1341,14451,0.8364783515,21,179,13,112,28901,3137,2270,2.9622285175,1059,2486,188916,3996610,172.9786420147,217817,17276
Player 365,137,5308,0.9919641189,14,49,9,41,23612,310,891,2.0945945946,148,1514,103016,771965,237.2651612903,126628,5351
Player 366,449,4455,0.7135992311,13,72,11,30,11295,719,710,5.1357142857,140,951,73169,1145031,140.1479833102,84464,6243
Player 367,25,90,0.737704918,6,8,1,34,117,27,16,13.5,2,5,377,36651,20.7555555556,494,122
Player 368,3,67,0.8701298701,4,3,1,20,320,5,12,5,1,19,1436,11070,290.16,1756,77
Player 369,16,181,0.4189814815,6,9,2,0,561,47,31,5.875,8,49,3011,44325,127.3404255319,3572,432
Player 370,199,5437,0.9022568868,15,50,10,110,14850,539,972,2.7222222222,198,1092,40761,811851,187.7654916512,55611,6026
Player 371,546,9952,0.9360421369,11,137,9,33,25580,1024,1483,2.9257142857,350,1928,99960,2336846,205.7490234375,125540,10632
Player 372,6,232,1.137254902,7,9,3,0,450,24,21,4,6,37,1576,47280,177.175,2026,204
Player 373,44,1261,0.7707823961,9,39,5,110,3274,299,287,6.2291666667,48,316,16540,507961,65.4341137124,19814,1636
Player 374,306,7696,1.0821147357,14,81,10,46,21752,744,1513,3.2207792208,231,1263,87611,1255435,170.9362903226,109363,7112
Player 375,187,3540,1.0111396744,10,45,6,110,13178,417,569,3.7567567568,111,780,65565,652595,196.1582733813,78743,3501
Player 376,9,72,0.4931506849,6,3,2,0,142,12,6,4,3,10,982,10375,160.4,1124,146
Player 377,112,2700,0.9090909091,11,36,10,111,10233,306,448,2.6842105263,114,583,33105,439371,172.9647058824,43338,2970
Player 378,432,3583,0.8420681551,11,108,12,110,10669,1125,413,9.2213114754,122,455,55368,1676010,66.184,66037,4255
Player 379,652,14339,1.0324740783,19,143,13,111,31207,1617,2424,2.8619469027,565,2269,166885,2538405,164.3153988868,198092,13888
Player 380,1163,13412,0.788616452,13,121,23,88,35405,1912,1797,2.8665667166,667,2280,136337,1932800,266.4583682008,171742,17007
Player 381,250,4339,0.7318266149,9,48,8,110,13947,576,613,3.3103448276,174,986,124249,746265,171.9645833333,138196,5929
Player 382,0,112,0.7567567568,0,12,3,110,0,39,19,39,0,14,0,68103,0,0,148
Player 383,26,151,0.3304157549,5,11,10,110,636,71,27,3.7368421053,19,51,3627,60414,180.8957746479,4263,457
Player 384,100,1803,0.8597997139,16,46,5,110,1981,505,200,5.9411764706,85,224,22920,670966,117.9481188119,24901,2097
Player 385,831,29849,1.0063722185,18,220,20,110,52514,2332,4648,2.843902439,820,3505,272581,5753558,212.7957118353,325095,29660
Player 386,730,15499,1.0389462394,13,163,9,111,47495,1947,2360,4.9166666667,396,2378,193742,3318792,133.0705701079,241237,14918
Player 387,10,252,0.890459364,7,8,7,0,1130,28,36,1.8666666667,15,76,6578,36210,239.3142857143,7708,283
Player 388,531,10894,0.9948858447,19,104,15,56,53474,1342,1811,2.189233279,613,2680,255864,1607516,218.3816691505,309338,10950
Player 389,1,5,0.3125,5,1,1,0,58,2,2,2,1,0,195,1125,181.5,253,16
Player 390,284,5639,0.8550416983,12,48,9,14,11143,516,922,2.5544554455,202,948,30689,731082,234.2755813953,41832,6595
Player 391,87,3581,1.0947722409,9,122,14,111,9145,724,753,8.619047619,84,481,35803,1960326,60.9248618785,44948,3271
Player 392,1151,35285,1.4223807796,20,245,38,111,109984,2903,6216,3.2617977528,890,6081,369027,6822913,195.7835342749,479011,24807
Player 393,0,25,0.3472222222,0,6,1,110,0,28,4,28,0,7,0,25518,0,0,72
Player 394,347,7503,0.9806561234,17,86,16,110,22348,816,1739,2.8333333333,288,1196,75387,1318396,272.7705882353,97735,7651
Player 395,120,2740,0.9448275862,11,31,11,110,10178,274,527,2.0916030534,131,458,45620,332605,264.9175182482,55798,2900
Player 396,362,8778,0.9025293029,12,107,31,110,21426,1028,1565,2.3906976744,430,1502,105256,1650022,180.2854085603,126682,9726
Player 397,161,2744,0.7880528432,8,46,6,110,9303,483,718,7.3181818182,66,569,40379,694855,95.6782608696,49682,3482
Player 398,0,193,0.772,0,25,1,110,0,119,32,119,0,13,0,231190,0,0,250
Player 399,279,11175,1.5735004224,11,279,10,111,9748,2157,2320,26.3048780488,82,1254,53171,8315522,18.907093185,62919,7102
Player 400,6,11,0.275,3,1,1,110,24,8,0,4,2,3,526,1575,202.875,550,40
Player 401,4,540,1.4323607427,10,32,3,110,284,141,109,141,0,66,1029,349806,5.9531914894,1313,377
Player 402,29,933,0.9228486647,11,17,7,1,3954,70,211,2.1212121212,33,174,16177,123058,276.2142857143,20131,1011
Player 403,42,608,0.5135135135,8,16,4,10,1265,100,113,2.6315789474,38,79,5052,111600,389.85,6317,1184
Player 404,98,145,0.5753968254,2,25,3,110,6,110,15,36.6666666667,3,3,86,230550,1.4618181818,92,252
Player 405,7,344,1.1428571429,9,10,4,0,1364,31,33,2.3846153846,13,58,4738,54195,219.1161290323,6102,301
Player 406,154,7102,0.9008117707,14,99,11,58,23640,602,1175,3.4011299435,177,1890,94030,1520130,132.3757475083,117670,7884
Player 407,480,11621,0.8767257639,13,189,10,111,29663,2016,2085,6.9757785467,289,1978,134483,4435717,104.0639880952,164146,13255
Player 408,127,3711,0.9452368823,11,51,5,110,13071,424,492,5.2345679012,81,760,49248,849206,127.2014150943,62319,3926
Player 409,11,147,0.8497109827,9,6,1,44,621,15,24,5,3,46,3638,23880,244.04,4259,173
Player 410,7,83,0.83,6,3,2,0,379,10,15,5,2,16,1630,11250,237.84,2009,100
Player 411,19,871,0.7515099223,10,26,6,7,2132,167,160,6.4230769231,26,126,8671,250891,76.8431137725,10803,1159
Player 412,320,14852,1.2702702703,23,117,13,3,27354,743,2192,1.9604221636,379,1352,112315,1852740,296.0123822342,139669,11692
Player 413,132,3206,0.9956521739,10,41,11,2,7245,275,350,2.4774774775,111,1248,32048,555593,185.9389090909,39293,3220
Player 414,470,12247,1.0802681485,19,148,12,111,28600,1177,2282,4.59765625,256,1097,90493,2703789,147.570433305,119093,11337
Player 415,639,15786,0.9430107527,14,131,14,6,23628,1406,2842,2.7038461538,520,1346,147891,2177515,266.5625889047,171519,16740
Player 416,5,58,0.8529411765,5,3,3,0,173,10,12,2.5,4,18,955,11925,355.38,1128,68
Player 417,223,623,0.48671875,9,35,4,110,1228,484,149,28.4705882353,17,165,4950,404115,25.4280991736,6178,1280
Player 418,0,852,0.9726027397,0,45,2,111,0,272,228,272,0,362,0,645880,0,0,876
Player 419,1108,31623,1.1489245749,18,370,13,100,91355,3400,5832,4.6703296703,728,5295,304895,12192285,125.0170588235,396250,27524
Player 420,748,12933,0.8078580798,15,114,10,111,19236,1523,1797,2.1882183908,696,1361,300787,1799750,276.9640183848,320023,16009
Player 421,16,667,0.9162087912,8,27,7,111,1584,152,130,8.9411764706,17,130,6412,268280,54.3947368421,7996,728
Player 422,597,20820,1.0447087159,18,155,12,4,77630,1227,3617,2.2268602541,551,4558,313663,2979944,241.1486552567,391293,19929
Player 423,257,5220,0.9950438429,16,47,13,51,19666,571,727,2.0613718412,277,823,84621,720299,316.6003502627,104287,5246
Player 424,743,18110,0.9898879475,12,134,10,110,74323,1591,2444,1.9912390488,799,3340,481066,2251015,274.9384035198,555389,18295
Player 425,495,13127,1.0429842682,14,125,7,111,37176,926,2502,2.9584664537,313,2249,144633,2025522,224.0909287257,181809,12586
Player 426,99,1487,0.5964701163,7,26,4,2,5655,162,281,3.1764705882,51,390,24109,249595,293.0777777778,29764,2493
Player 427,0,1,0.0769230769,0,1,1,0,1,4,0,4,1,1,83,1225,49.8,84,13
Player 428,16,418,0.8989247312,0,23,1,110,0,120,113,120,0,31,0,205946,0,0,465
Player 429,207,5174,1.5353115727,13,112,12,110,16205,521,1042,3.5931034483,145,702,50045,1758745,123.7163147793,66250,3370
Player 430,63,2716,0.947662247,14,110,4,111,2269,771,531,24.09375,32,437,15030,1705199,29.0319066148,17299,2866
Player 431,0,1,0.0769230769,1,1,1,0,6,1,0,1,1,5,194,450,357.6,200,13
Player 432,16,24,0.5581395349,0,6,1,4,0,22,4,22,1,0,0,24175,0,0,43
Player 433,18,184,0.8888888889,6,5,2,0,662,34,35,2.125,16,25,2293,19440,156.7764705882,2955,207
Player 434,646,10173,0.672417212,13,93,11,110,18724,1139,1359,2.4182590234,471,1614,149598,1419285,286.0830553117,168322,15129
Player 435,6,79,0.5031847134,5,4,3,0,292,12,8,4,3,21,1359,16215,268.7,1651,157
Player 436,0,757,1.1791277259,0,46,5,111,0,251,176,251,0,110,0,689393,0,0,642
Player 437,2,54,0.6352941176,6,5,2,0,151,16,5,5.3333333333,3,10,595,18000,90.3,746,85
